182,4468.5
43,7630.9
281,9535.6
453,7275.0
255,79971.0
331,14759.1
355,1976.2
10,2703.6
178,4124.9
407,90668.0
425,2297.6
186,5965.9
74,9084.8
101,2500.8
227,51446.0
229,994.2
71,8688.1
493,522.0
300,5427.5
200,4116.9
357,525.0
301,1055.3
142,10455.0
50,2003.7
134,8720.1
189,4690.0
172,3601.0
225,5535.1
72,15027.7
479,2920.2
57,802340.0
163,5974.3
212,5963.0
60,9470.3
105,3723.7
157,1865.3
202,6188.0
63,6220.1
73,3607.0
369,7104.7
492,4366.8
145,6250.8
144,4587.0
461,5881.2
481,3065.9
68,73849.6
138,6771.0
267,3276.1
410,3756.6
351,5968.7
378,4088.5
373,2597.4
474,4772.8
54,744.2
107,70901.2
8,3242.9
409,1798.4
477,831.6
429,8641.4
494,1979.4
80,3431.9
136,6334.8
349,2570.9
143,2883.4
132,4227.8
29,2763.1
27,2049.6
67,2021.7
196,1783.9
146,4453.9
319,3786.6
389,14578.4
298,5981.7
430,8013.0
232,9441.1
85,6835.0
124,6307.7
450,8614.5
104,7960.0
52,8601.5
241,6409.3
285,7548.2
462,506.3
18,2809.6
324,2397.4
296,48527.7
387,96377.3
185,6911.4
447,5683.9
312,2776.3
289,1853.5
402,3017.0
417,3267.1
288,4426.0
303,32118.0
203,4200.7
436,16966.7
476,496.3
385,8527.5
465,5511.2
313,3517.9
235,2729.5
211,6355.0
395,6383.3
126,2684.9
148,7982.9
258,10626.3
106,8527.3
367,3121.8
247,2771.0
42,2298.0
162,2635.8
393,4066.4
254,426370.0
116,5176.8
295,3318.2
315,6532.8
6,8059.8
307,40961.6
5,4347.1
233,999.3
399,3477.0
199,7681.7
184,1963.8
444,11272.0
279,3123.2
113,6390.7
11,5192.6
3,4058.7
418,1833.9
443,8035.3
44,5389.6
242,71397.8
222,9998.6
468,1764.1
253,3426.8
109,6267.0
133,43830.0
149,6134.5
198,6819.7
237,2298.6
193,6338.0
485,35870.0
318,6182.1
337,7082.2
264,21780.0
293,288.0
439,8551.9
103,4817.1
